name,Categoria,address,CodiceIdentificativo,telephone,email,website,iso3
Pizzeria Lo Sfizio,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"28/D Via Valle Del Formale, Zagarolo, RM 00039, Italia  ",263712,06 957 6011,,,
La Dolce Vita S.N.C. Di Castano Manuel & C.,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Via della Stazione, 22, Roma, Italia  ",263708,06 9520 0226,,,
Viola Marta,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Viale Ungheria, 83, Zagarolo Roma, Italia  ",263709,06 957 6600,,,
Autogrill S.P.A.,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Km. 35 Via Prenestina, Zagarolo, RM 00039, Italia  ",263705,06 954 4228,,,
Ristorante Joe'S Cafe' Garage,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Viale Ungheria, 116, Zagarolo Roma, Italia  ",263706,06 9520 0021,,,
Shangai,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Via Antonio Fabrini, 39, Zagarolo Roma, Italia  ",263707,06 952 4659,,,
Il Tordo Matto,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"p.zza San Martino, 8, Zagarolo, Italia  ",263702,06 9520 0050,,,
Ristorante Il Giardino,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Corso Vittorio Emanuele, 5, Zagarolo Roma, Italia  ",263703,06 952 4015,,,
Locanda Lai,Aziende ZagaroloRistoranti ZagaroloOsterie Zagarolo,"Borgo San Martino, 8, Zagarolo Roma, Italia  ",263704,,,,
Rosati Alessio,Aziende MontelibrettiAvvocati Montelibretti,"Corso Umberto, 1, Montelibretti Roma, Italia  ",263440,0774 609388,,,
Giovannini Avv. Alessandro,Aziende MontelibrettiAvvocati Montelibretti,"Via Castellana, 6, Montelibretti Roma, Italia  ",263441,0774 608753,,,
Fe.Ma.Sas Di Federico Luca & C.,Aziende PalestrinaNegozi PalestrinaGioiellerie Palestrina,"Corso Pierluigi da Palestrina, 5, Palestrina Roma, Italia  ",263420,06 8360 4181,,,
Gioiellerie Osmelli Di Osmelli Claudio E Figli,Aziende PalestrinaNegozi PalestrinaGioiellerie Palestrina,"Via Prenestina Antica, 220, Palestrina Roma, Italia  ",263421,06 9531 2016,,,
Swarovski Internazionale D'Italia Spa,Aziende PalestrinaNegozi PalestrinaGioiellerie Palestrina,"Via Prenestina Nuova, 81, Palestrina Roma, Italia  ",263422,06 953 5372,,,
Gioielleria Eredi Cilia Di Cilia Cinzia & C. Sas,Aziende PalestrinaNegozi PalestrinaGioiellerie Palestrina,"Viale Pio XII, 19, Palestrina Roma, Italia  ",263417,06 953 8036,,,
Di Tullio Claudia,Aziende PalestrinaNegozi PalestrinaGioiellerie Palestrina,"Corso Pierluigi da Palestrina, Palestrina Roma, Italia  ",263418,06 953 4135,,,
Gioielleria Buratti Snc,Aziende PalestrinaNegozi PalestrinaGioiellerie Palestrina,"Viale Pio XII, 65, Palestrina Roma, Italia  ",263419,06 953 8586,,,
Pasticceria Classica Di Impastato Anna E Valentini Armando Snc,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Alberto Mario, 15/17, Civitavecchia Roma, Italia  ",263409,0766 29803,,,
Pane E Pizza Di Di Sante Daniele,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"58/60 Via Buonarroti Michelangelo, Civitavecchia, RM 00053, Italia  ",263411,0766 450026,,,
Pasticceria Mauro S.R.L.,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Viale Giacomo Matteotti, 29, Civitavecchia Roma, Italia  ",263406,0766 25270,,,
Smeraglia Alessio,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Viale Guido Baccelli, 25, Civitavecchia Roma, Italia  ",263407,0766 220617,,,
Il Panififio Dei Cinque S.R.L.,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Michelangelo Buonarroti, 58, Civitavecchia Roma, Italia  ",263408,0766 22737,,,
Bon Bon Di De Simone Natalia Pasticceria,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Vincenzo Annovazzi, 14, Civitavecchia Roma, Italia  ",263403,0766 612250,,,
Di Gennaro Angelo,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Corso Guglielmo Marconi, 40, Civitavecchia Roma, Italia  ",263404,0766 25669,,,
Marri Aristide,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Amba Aradam, 5, Civitavecchia Roma, Italia  ",263405,0766 23640,,,
Panificio Proietti Di Proietti Maurizio Snc,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"18/20 vl. Matteotti, Civitavecchia, RM 00053, Italia  ",263400,0766 25655,,,
Corti Mauro,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Viale Guido Baccelli, 49, Civitavecchia Roma, Italia  ",263401,0766 370041,,,
I Dolci Di Nonna Papera Snc,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Achille Montanucci, 30, Civitavecchia Roma, Italia  ",263402,0766 546861,,,
Bar Pasticceria Verde,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaBar CivitavecchiaPanetterie Civitavecchia,"Via Achille Montanucci, 51, Civitavecchia Roma, Italia  ",263398,0766 542641,,,
Fratelli Bocchi Laboratorio Pasticceria Snc,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Enrico Toti, 41, Civitavecchia Roma, Italia  ",263399,0766 25987,,,
Chalet Del Pincio S.A.S.,Aziende CivitavecchiaOsterie CivitavecchiaNegozi CivitavecchiaPanetterie Civitavecchia,"Via Michelangelo Buonarroti, 3, Civitavecchia Roma, Italia  ",263397,0766 24313,,,
Presidio Ospedaliero San Giuseppe Albano,Aziende Albano LazialeErboristerie Albano LazialeOspedali Albano Laziale,"Via Olivella, km 1, Albano Laziale Roma, Italia  ",263040,06 9327 3214,,,
Suore Oblate Osp.,Aziende Albano LazialeErboristerie Albano LazialeOspedali Albano Laziale,"Via Mole, 30, Castel Gandolfo Roma, Italia  ",263041,06 932 1253,,,
Fondazione Don Carlo Gnocchi Onlus,Aziende Albano LazialeErboristerie Albano LazialeOspedali Albano Laziale,"Albano Laziale Roma, Italia  ",263042,,,,
Kesp Center Srl,Aziende ManzianaOsterie ManzianaNegozi ManzianaNegozi di Alimentari Manziana,"Via degli Scaloni, 13, Manziana Roma, Italia  ",262752,06 996 3020,,,
Il Girasole Di Silvia Martoni,Aziende ManzianaOsterie ManzianaNegozi ManzianaNegozi di Alimentari Manziana,"Piazza Tommaso Tittoni, Manziana Roma, Italia  ",262750,06 996 2155,,,
Mecca Domenico,Aziende ManzianaOsterie ManzianaNegozi ManzianaNegozi di Alimentari Manziana,"Corso Vittorio Emanuele, 31, Manziana Roma, Italia  ",262751,06 996 2488,,,
Scuola Elementare,Aziende Rocca Santo StefanoScuole Rocca Santo Stefano,"Viale dei Pini, Rocca Santo Stefano Roma, Italia  ",262723,06 956 7327,,,
Comune Di Rocca S.Stefano,Aziende Rocca Santo StefanoScuole Rocca Santo Stefano,"Viale dei Pini, Rocca Santo Stefano Roma, Italia  ",262724,06 956 7411,,,
Petrella Roberto,Aziende AricciaVeterinari Ariccia,"1 Piazzale Moro Aldo, Ariccia, RM 00040, Italia  ",262602,06 934 8099,,,
Comune,Capoluoghi Gallicano nel LazioMunicipi Gallicano nel LazioUffici Comunali Gallicano nel LazioAziende Gallicano nel LazioLuoghi famosi Gallicano nel Lazio,"Via Tre Novembre, 1, Gallicano nel Lazio Roma, Italia  ",262588,06 9546 2272,,,
Comune di Gallicano Nel Lazio,Capoluoghi Gallicano nel LazioMunicipi Gallicano nel LazioUffici Comunali Gallicano nel LazioAziende Gallicano nel LazioLuoghi famosi Gallicano nel Lazio,"Via 3 Novembre, 7, Gallicano Nel Lazio Roma, Italia  ",262586,06 9546 0093,,,
Comune Di Gallicano Centro Anziani,Capoluoghi Gallicano nel LazioMunicipi Gallicano nel LazioUffici Comunali Gallicano nel LazioAziende Gallicano nel LazioLuoghi famosi Gallicano nel Lazio,"Via Roma, 5, Gallicano nel Lazio Roma, Italia  ",262587,06 9546 3367,,,
Culle' Danilo,Aziende NettunoParrucchieri Nettuno,"Via Alcide de Gasperi, 2, Nettuno Roma, Italia  ",262128,06 9884 9036,,,
Tibaldi Massimiliano,Aziende NettunoParrucchieri Nettuno,"Via dell'Olmata, 2, Nettuno Roma, Italia  ",262129,06 980 3808,,,
Mariani Pasquina,Aziende NettunoParrucchieri Nettuno,"Via dei Latini, 24, Nettuno Roma, Italia  ",262130,06 980 4971,,,
Devil Look Snc Di Orsi Immacolata E Aldrovandi M,Aziende NettunoParrucchieri Nettuno,"Via Cavour, 70, Nettuno Roma, Italia  ",262125,06 988 2835,,,
Caiazzo Emanuela,Aziende NettunoParrucchieri Nettuno,"Vicolo S. Maria, Nettuno Roma, Italia  ",262126,06 980 3382,,,
Franciosi Maurizio,Aziende NettunoErboristerie NettunoParrucchieri Nettuno,"Via Carlo Cattaneo, 23, Nettuno Roma, Italia  ",262127,06 988 8550,,,
Castaldi Claudio,Aziende NettunoParrucchieri Nettuno,"Via Alcide de Gasperi, 7, Nettuno Roma, Italia  ",262122,06 988 2997,,,
Caprini Anna,Aziende NettunoParrucchieri Nettuno,"Largo Luigi Trafelli, 4, Nettuno Roma, Italia  ",262123,06 980 4884,,,
Caseti Mario,Aziende NettunoErboristerie NettunoParrucchieri Nettuno,"Via Antonio Gramsci, 44, Nettuno Roma, Italia  ",262124,06 980 7864,,,
New - In,Aziende NettunoParrucchieri Nettuno,"Via Romana, 58, Nettuno Roma, Italia  ",262120,06 988 1849,,,
Miozzi Fabio,Aziende NettunoParrucchieri Nettuno,"Via Carlo Cattaneo, 8, Nettuno Roma, Italia  ",262121,06 980 3861,,,
Sesta Group S.R.L. Con Unico Socio,Aziende Albano LazialeOsterie Albano LazialeNegozi Albano LazialePanetterie Albano Laziale,"Via Donizetti Gaetano, 23, Albano Laziale Roma, Italia  ",261926,06 930 6604,,,
Liberati Roberto,Aziende Albano LazialeOsterie Albano LazialeNegozi Albano LazialePanetterie Albano Laziale,"Via Alcide De Gasperi, 7, Albano Laziale Roma, Italia  ",261923,06 932 1300,,,
Panificio Magia Del Pane,Aziende Albano LazialeOsterie Albano LazialeNegozi Albano LazialePanetterie Albano Laziale,"8 v. Marconi, Albano Laziale, RM 00041, Italia  ",261924,06 9326 9401,,,
La Maddalena Srl,Aziende Albano LazialeOsterie Albano LazialeNegozi Albano LazialePanetterie Albano Laziale,"45 Vicolo Della Maddalena, Albano Laziale, RM 00041, Italia  ",261925,06 930 6842,,,
Il Michelangelo della Pizza,Aziende Albano LazialeOsterie Albano LazialeNegozi Albano LazialePanetterie Albano Laziale,"Via G. Rossini, 32, Marino Roma, Italia  ",261922,06 9301 0089,,,
Mariani Mauro,Aziende RomaErboristerie RomaMedici Roma,"Via Boccea, 278, Roma, Italia  ",261913,06 6601 6703,,,
Mazzetti Dr. Virgilio,Aziende RomaErboristerie RomaMedici Roma,"Via Pio VII, 70, Roma, Italia  ",261914,06 662 8913,,,
Felli Fausto,Aziende RomaErboristerie RomaMedici Roma,"Via Gregorio XIII, 129, Roma, Italia  ",261910,06 6601 6277,,,
Angelelli Dr. Antonio,Aziende RomaErboristerie RomaMedici Roma,"Via Domenico Giovanni Paracciani, 20, Roma, Italia  ",261911,06 6601 8259,,,
Dello Iacono Dr. Antonio,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Boccea, 170, Roma, Italia  ",261912,06 663 4816,,,
Cappelli Dr. Maurizio,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via dei Monti di Primavalle, 170, Roma, Italia  ",261907,06 614 2840,,,
Santini Dr. Massimo,Aziende RomaErboristerie RomaMedici Roma,"Via Aurelia, 559, Roma, Italia  ",261908,06 6641 6380,,,
Ciuti Dr. Giovanni,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Domenico Giovanni Paracciani, 20, Roma, Italia  ",261909,06 663 1727,,,
Lentini Dr. Ferdinando,Aziende RomaErboristerie RomaMedici Roma,"Via Boccea, 191, Roma, Italia  ",261904,06 662 3491,,,
Raeli Dr. Stefano,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via del Forte Boccea, 4, Roma, Italia  ",261905,06 662 3923,,,
Stati Dr. Enzo,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Piazza Giureconsulti, Roma, Italia  ",261906,06 663 3271,,,
Studio Dentistico Associato Maggi Jimenez,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via A. Alciato, 5, Roma, Italia  ",261901,06 8350 3460,,,
Thorel Mariano,Aziende RomaErboristerie RomaMedici Roma,"Via di Boccea, 190, Roma, Italia  ",261902,06 662 6294,,,
Dr. Sannino Luisa Dr. Zia Nicoletta,Aziende RomaErboristerie RomaMedici Roma,"Via Boccea, 191, Roma, Italia  ",261903,06 6601 6722,,,
D'Agnese Alessandro,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Domenico Giovanni Paracciani, 20, Roma, Italia  ",261898,06 663 6649,,,
Bellino Maurizio,Aziende RomaErboristerie RomaMedici Roma,"Via di Boccea, 190, Roma, Italia  ",261899,06 663 7362,,,
Orgiu Giovanni,Aziende RomaErboristerie RomaMedici Roma,"Via G. B. Somis, 9, Roma, Italia  ",261900,06 662 3991,,,
Fondazione Vincenzo Pansadoro,Aziende RomaErboristerie RomaMedici Roma,"Via Aurelia, 559, Roma, Italia  ",261895,06 6641 6340,,,
Studio Dentistico Tzoulakis Stylianos Tzoulakis,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Boccea, 321, Roma, Italia  ",261896,06 663 0756,,,
Salaris Dr. Stefano,Aziende RomaErboristerie RomaMedici RomaDentisti Roma,"Via Nostra Signora di Lourdes, 25, Roma, Italia  ",261897,06 6601 7466,,,
Ditelo Con Un Fiore,Aziende CaveNegozi CaveFiorai Cave,"Via Giacomo Matteotti, 54, Cave Roma, Italia  ",261809,06 958 1273,,,
Liberty Flower Di Foschi Vittoria,Aziende CaveNegozi CaveFiorai Cave,"Piazza Guglielmo Marconi, 7, Cave Roma, Italia  ",261810,06 958 0750,,,
Ronci Di Ronci Angelo & C. Snc,Aziende CaveNegozi CaveFiorai Cave,"Viale Pio XII, 42, Cave Roma, Italia  ",261808,06 950 8691,,,
Chiesa Cattolica Parrocchiale S. Pietro,Aziende MontelanicoChiese MontelanicoLuoghi di culto Montelanico,"Piazza Camillo Benso Conte di Cavour, 22, Montelanico Roma, Italia  ",261565,06 970 7895,,,
Centro Italiano Di Solidarieta',Aziende MarinoChiese MarinoLuoghi di culto Marino,"1 Via Vecchia Di Marino, Marino, RM 00047, Italia  ",261553,06 9366 0111,,,
Madonna del Rosario,Aziende MarinoChiese MarinoLuoghi di culto Marino,"Marino Roma, Italia  ",261554,,,,
S. Barnaba,Aziende MarinoChiese MarinoLuoghi di culto Marino,"Marino Roma, Italia  ",261555,,,,
Ist.Figlie Di Maria Aus.,Aziende MarinoChiese MarinoLuoghi di culto Marino,"Via Albalonga, 4, Marino Roma, Italia  ",261550,06 936 7285,,,
Congregazione Suore Missionarie Di Gesu' Lavoratore,Aziende MarinoChiese MarinoLuoghi di culto Marino,"74 Viale Buozzi Bruno, Castel Gandolfo, RM 00040, Italia  ",261551,06 9366 1072,,,
Pia Associazione Maschile Opera Di Maria,Aziende MarinoChiese MarinoLuoghi di culto Marino,"Via Giuseppe Garibaldi, 69, Marino Roma, Italia  ",261552,06 938 8156,,,
Opera Mater Dei,Aziende MarinoChiese MarinoLuoghi di culto Marino,"42 Viale Buozzi Bruno, Castel Gandolfo, RM 00040, Italia  ",261548,06 938 4369,,,
Associazione Nuovi Orizzonti,Aziende MarinoChiese MarinoLuoghi di culto Marino,"Piazza Garibaldi Giuseppe, Marino, RM 00047, Italia  ",261549,06 9380 3113,,,
Provincia D'Italia F.Lli Maristi F.M.S.,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Via Oriolese, 3, Manziana Roma, Italia  ",261540,06 996 4502,,,
Istituto Cottolengo,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Corso Vittorio Emanuele, 123, Manziana Roma, Italia  ",261537,06 996 2968,,,
Monastero Sacro Cuore Di Manziana,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Via Siena, 2, Manziana Roma, Italia  ",261538,06 996 4600,,,
Ist.Terziarie Francescane Alcantarine,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Largo Sterbini, Manziana Roma, Italia  ",261539,06 9967 4256,,,
Istituto Fratelli Maristi,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Via Oriolese, 2, Manziana Roma, Italia  ",261535,06 996 3284,,,
Provincia D'Italia F.Lli Maristi Delle Scuole,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Via Oriolese, 3, Manziana Roma, Italia  ",261536,06 996 3141,,,
Istituto Delle Terziarie,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Largo Sterbini, Manziana Roma, Italia  ",261533,06 996 2408,,,
Parrocchia S. Giovanni Battista,Aziende ManzianaChiese ManzianaLuoghi di culto Manziana,"Via del Forte, Manziana Roma, Italia  ",261534,06 996 2915,,,
Parrocchia S. Giovanni Battista,Aziende Magliano RomanoChiese Magliano RomanoLuoghi di culto Magliano Romano,"Via del Duomo, 50, Campagnano di Roma Roma, Italia  ",261491,06 904 1094,,,
Pontificio Collegio Germanico Ungarico,Aziende Gallicano nel LazioChiese Gallicano nel LazioLuoghi di culto Gallicano nel Lazio,"Via S. Pastore, Gallicano Nel Lazio, RM 00010, Italia  ",261460,06 954 9246,,,
Parrocchia S. Andrea,Aziende Gallicano nel LazioChiese Gallicano nel LazioLuoghi di culto Gallicano nel Lazio,"Via Maestra, Gallicano Nel Lazio Roma, Italia  ",261459,06 9546 0042,,,
Istituto Salesiano Di Lanuvio,Aziende Genzano di RomaChiese Genzano di RomaLuoghi di culto Genzano di Roma,"Via Calabria, 50, Roma, Italia  ",261447,06 939 6701,,,
Proc. Gen. Della Congr. Delle Serve Del Sacro Cuore Di Gesu',Aziende Genzano di RomaChiese Genzano di RomaLuoghi di culto Genzano di Roma,"Via Aspro, 6, Genzano di Roma Roma, Italia  ",261448,06 939 9151,,,
Associazione Dei Testimoni Di Geova Di Genzano Di Roma,Aziende Genzano di RomaChiese Genzano di RomaLuoghi di culto Genzano di Roma,"Viale Lenin, 2, Genzano di Roma Roma, Italia  ",261444,06 939 9102,,,
Suore Ss. Sacramento,Aziende Genzano di RomaChiese Genzano di RomaLuoghi di culto Genzano di Roma,"Via Generale Carlo Alberto dalla Chiesa, 30, Genzano di Roma Roma, Italia  ",261445,06 937 5142,,,
Istituto Maria Ausiliatrice Delle Salesiane Di Don Bosco,Aziende Genzano di RomaChiese Genzano di RomaLuoghi di culto Genzano di Roma,"Via Bruno Buozzi, 21, Genzano di Roma Roma, Italia  ",261446,06 936 7270,,,
Associazione Il Mosaico,Aziende ColonnaChiese ColonnaLuoghi di culto Colonna,"Via Antonio Gramsci, 40, Colonna Roma, Italia  ",261395,06 944 7692,,,
Apostoli Di Gesu' Crocifisso - San Giovanni Rotondo,Aziende ColonnaChiese ColonnaLuoghi di culto Colonna,"Via Chiesa Vecchia, 3, Colonna Roma, Italia  ",261396,06 9559 6548,,,
Parrocchia San Nicola Di Bari,Aziende ColonnaChiese ColonnaLuoghi di culto Colonna,"Piazza Duca di Gallese, 2, Colonna Roma, Italia  ",261394,06 943 8160,,,
Agenzia Piccoli Grandi Viaggi,Aziende Palombara SabinaAgenzie di viaggio Palombara Sabina,"Via Giuseppe Garibaldi, 74, Palombara Sabina Roma, Italia  ",260799,0774 637374,,,
Promozione E Turismo S.R.L.,Aziende Palombara SabinaAgenzie di viaggio Palombara Sabina,"Via Monte Grappa, 2, Palombara Sabina Roma, Italia  ",260800,0774 634594,,,
Alfatour By Lp Di Lo Presti M. & C. Sas,Aziende Palombara SabinaAgenzie di viaggio Palombara Sabina,"Viale Ungheria, 15, Palombara Sabina Roma, Italia  ",260798,0774 635665,,,
Ordine Dei Chierici Regolari Della Madre Di Dio,Aziende LarianoChiese LarianoLuoghi di culto Lariano,"Via dei Mater, 2, Lariano Roma, Italia  ",260746,06 964 8338,,,
Casa Di Proc.Della Congreg.Delle Suore Di Cristo Un.Myst.Chr,Aziende LarianoChiese LarianoLuoghi di culto Lariano,"Via Giuseppe Verdi, 24, Lariano Roma, Italia  ",260747,06 964 7518,,,
Poste Italiane - Ufficio Postale di Marcellina,Aziende Sant'Angelo RomanoIstituti finanziari Sant'Angelo RomanoUffici postali Sant'Angelo Romano,"Via Principe di Piemonte, 11, Marcellina Roma, Italia  ",260481,0774 424671,,,
Poste Italiane,Aziende Sant'Angelo RomanoIstituti finanziari Sant'Angelo RomanoUffici postali Sant'Angelo Romano,"Viale Europa, 2, Sant'Angelo Romano Roma, Italia  ",260482,0774 421290,,,
Carabinieri,Aziende VelletriPolizia Velletri,"Viale Salvo D'Acquisto, 2, Velletri Roma, Italia  ",260408,06 964441,,,
Leone Annalisa,Aziende TivoliNegozi TivoliFiorai Tivoli,"Via Empolitana, 45, Tivoli Roma, Italia  ",260274,0774 335446,,,
Pagnotta Francesco,Aziende TivoliNegozi TivoliFiorai Tivoli,"Via Trieste, Roma, Italia  ",260275,0774 335172,,,
Morasca Innocenzo,Aziende TivoliNegozi TivoliFiorai Tivoli,"Piazza Del Cimitero, Tivoli, RM 00019, Italia  ",260273,0774 311833,,,
Banca Popolare Di Ancona Spa,Aziende MarinoBancomat MarinoIstituti finanziari MarinoBanche Marino,"Via Guglielmo Marconi, 7, Albano Laziale Roma, Italia  ",260202,06 932 4864,,,
Banca Monte Dei Paschi Di Siena,Aziende MarinoBancomat MarinoIstituti finanziari MarinoBanche Marino,"Corso Trieste, 14, Marino Roma, Italia  ",260203,06 9380 0069,,,
Stazione Di Servizio B.G. Snc Di Bianchi E Giannini,Aziende MarinoBancomat MarinoIstituti finanziari MarinoDistributori di benzina Marino,"Via dei Laghi, KM 3.825, Marino Roma, Italia  ",260204,06 938 8066,,,
Banca Di Credito Cooperativo S. Barnaba Di Marino,Aziende MarinoBancomat MarinoIstituti finanziari MarinoBanche Marino,"Via Garibaldi, 49, Marino Roma, Italia  ",260201,06 933991,,,
Decina Alberto,Aziende PomeziaAutonoleggi Pomezia,"Via Catullo, 33, Pomezia Roma, Italia  ",260107,06 910 7696,,,
Minore S.r.l.,Aziende PomeziaAutonoleggi Pomezia,"Viale Alessandro Manzoni, 12, Pomezia Roma, Italia  ",260108,06 912 0056,,,
